sha256	source_path	public_path	size_bytes
d0307c723564af7e714a27a91291cc990f532612ab660f1b6bc7c5f5347d79b5	pii/real/results/metrics/eval__skt_crf_gaz_x3__synthetic_only__synthetic__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__synthetic_only__synthetic__common18.json	871
f3c7c96ecc0a60dd70bce8376472c407a51ba2f3c46154af7e18639f29e7ee1e	pii/real/results/metrics/eval__openai_privacy_filter_lora__synthetic_only__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__synthetic_only__combined__full19.json	800
22766116e3ceb074aa45a9220feef3fcd1807221a43f89d1351b4fc435600df6	pii/real/results/metrics/eval__klue_roberta_large__synthetic_only__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__synthetic_only__combined__full19.json	741
5b19f94b9e04f1a84d244dd7de1f5e81be0d3d54c3c0edc907c826039b304b6a	pii/real/results/metrics/eval__xlm_roberta_large__mix_syn100__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__mix_syn100__kdpii__common18.json	702
f9dd897d9ccf0d2ce3e9292cf9469fe4f32af7accd261194f49e25956c1986ff	pii/real/results/metrics/eval__xlm_roberta_large__kdpii_full__synthetic__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__kdpii_full__synthetic__common18.json	702
c2b90d1a5b77682284d0c2b9d7c71dd5a4313f5d1af03802452e93896f48d854	pii/real/results/metrics/eval__xlm_roberta_large__synthetic_only__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__synthetic_only__kdpii__full19.json	716
553e1720714469fba9c2a0eadbfdc658b50e3db33951333c572c142a0ff4b134	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn100__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn100__synthetic__full19.json	835
d457410d77dd13427632e0dc0243cc8450abf1c6038c5dfa41c280c823b5c91b	pii/real/results/metrics/eval__xlm_roberta_large__mix_syn_all__synthetic__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__mix_syn_all__synthetic__common18.json	723
169b5a32d959c456405f10dbd6dbbf7456e818e8757d619825de155236db896d	pii/real/results/metrics/eval__skt_encoder_baseline__mix_syn100__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_encoder_baseline__mix_syn100__synthetic__full19.json	731
1ac41f695643ebb2cf465321df9af61ba5d4e3deefc44e56fc9117fb3df18eca	pii/real/results/metrics/eval__xlm_roberta_large__mix_syn025__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__mix_syn025__combined__full19.json	707
7d92d72533868ac0d6b26b132adcac4f82bad3554b1dc5763abd49b30449c5dd	pii/real/results/metrics/eval__xlm_roberta_large__mix_syn050__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__mix_syn050__combined__full19.json	708
c271210148f1e90bf7db6288bf629fcd50015002b614b8e8bf391cee063e7a34	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn100__combined__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn100__combined__common18.json	839
4bdd9917c6a0b066ea8177462dde0e608cfe69e01336e6ff752daf269f1410b8	pii/real/results/metrics/eval__xlm_roberta_large__kdpii_full__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__kdpii_full__combined__full19.json	690
f88e7e581cb1e36e373c5282aa54cec9d54b3e15b231afd0b9d13edfeada7d51	pii/real/results/metrics/eval__klue_roberta_large__mix_syn_all__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__mix_syn_all__kdpii__common18.json	718
51cfee01a5432366182fc7ccae21d9fc1610f43713360eb73422332464d48f03	pii/real/results/metrics/eval__xlm_roberta_large__kdpii_full__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__kdpii_full__synthetic__full19.json	694
768a6eaf9534a01f4e7533bd515e5c9db51d67d37f2fb21c6b5689218adefd77	pii/real/results/metrics/eval__skt_crf_gaz_x3__kdpii_full__combined__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__kdpii_full__combined__common18.json	837
d647fd93bf48b4b222e989156fcb98c0082cfd1cd22dd6f727b5f7101f2f0c91	pii/real/results/metrics/eval__klue_roberta_large__mix_syn_all__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__mix_syn_all__combined__full19.json	724
6ddf83841e828b1eb3d5c30fe44c87b8af4b6a3be9e2ca27beb156d8d540697a	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn_all__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn_all__kdpii__common18.json	833
e6c518e8a55886b0a01d2e85d18de32ea0677d93748a0efce9b1823b04980eb0	pii/real/results/metrics/eval__skt_encoder_baseline__mix_syn_all__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_encoder_baseline__mix_syn_all__kdpii__full19.json	719
892dfdc161ffea951e25afee7e8511b9be8fbd4429a8e2c16797352ba9c566c0	pii/real/results/metrics/eval__xlm_roberta_large__mix_syn_all__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__mix_syn_all__kdpii__full19.json	699
456929dbf9725a6e09633b3648c5a178b0ea850d532c43f6b068b4be9c8b34cf	pii/real/results/metrics/eval__klue_roberta_large__mix_syn_all__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__mix_syn_all__synthetic__full19.json	728
17d9b0aa8928da42062aa9e8ee1788cdfb443e20518cf2fc6174deaced3ef16f	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn100__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn100__kdpii__full19.json	818
d8e3978f91f86fe5ce35bea063e8be7b2e7c7a664614e108e344e5c1dfc1fc0f	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn_all__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn_all__kdpii__common18.json	776
b52d00f16fbb1c89f8b307f90a942b4c157696289760357f1db4bca4fe92e362	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn025__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn025__kdpii__full19.json	819
d755ab1a97b821ad0a451b6aae9f2b159c7611c4fd6918210a41d8ff5bf73404	pii/real/results/metrics/eval__xlm_roberta_large__mix_syn_all__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__mix_syn_all__synthetic__full19.json	715
baea9d767540c76e441bbd208ac0ab3aa92dd59d006862eb8cb652a4eaa6ab23	pii/real/results/metrics/eval__xlm_roberta_large__mix_syn025__synthetic__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__mix_syn025__synthetic__common18.json	720
a3668245cfe695445435d6c37e02df1806e347d7d491eb25e50c2cb55d8f63dd	pii/real/results/metrics/eval__klue_roberta_large__kdpii_full__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__kdpii_full__kdpii__common18.json	695
8dcad0fe32cb8625518f173fac863300078b5f6529fd2fd956519d93d9ff9884	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn025__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn025__kdpii__common18.json	827
a1438cd9eb18f59dfdba641a7b31beab58a3a6cd767a296c998d9ad41a46ab0b	pii/real/results/metrics/eval__xlm_roberta_large__mix_syn050__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__mix_syn050__synthetic__full19.json	711
290a2eaf14501f77a0b72ea8a952c3a52f9b5081972f4910d76047a15f0ceb54	pii/real/results/metrics/eval__skt_encoder_baseline__kdpii_full__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_encoder_baseline__kdpii_full__kdpii__full19.json	711
09c94cb9ab245c980cbb1fa0ce348a891a8800a401414e01035265f729227f73	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn025__synthetic__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn025__synthetic__common18.json	790
2ba14fc09c2e37673b929d7ab14f6966f630cf18c878cc409fac56a67f901c57	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn050__combined__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn050__combined__common18.json	839
0bb0a926473fbeef5ce082129a92f7efad5b7095da795b9559927d491172209e	pii/real/results/metrics/eval__skt_encoder_baseline__mix_syn050__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_encoder_baseline__mix_syn050__kdpii__full19.json	715
aeaa49d81a99ddffbf1780305cb2038c71a857e9b1aa15e7fc3d1f9e10f81632	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn025__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn025__synthetic__full19.json	782
bde4fc75f32e1142e92b1aa65d7c44ba5209e83b342c723f18672679adff094f	pii/real/results/metrics/eval__skt_encoder_baseline__mix_syn050__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_encoder_baseline__mix_syn050__kdpii__common18.json	723
060b3781c85b8f3592e9caace755fc4c2ba0c05166f4d8009a8bce240766a57d	pii/real/results/metrics/eval__openai_privacy_filter_lora__kdpii_full__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__kdpii_full__synthetic__full19.json	765
48a57bd973f1fb35210e297e40c17f417693dc41a0711f01d01853825ebcb68d	pii/real/results/metrics/eval__xlm_roberta_large__kdpii_full__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__kdpii_full__kdpii__common18.json	684
a7e3b48ee1cdb93fb68e9b4df436a2a37515c8e28bb65c9b5d5ae07f856c0817	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn100__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn100__kdpii__full19.json	763
c7a9627a2461de09a86e1d7a78c907400530f4ab2824d39223b3c02460a2cc23	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn100__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn100__kdpii__common18.json	826
3c68a8d6c287f158ddc56fed541942a017b752d95db577d718000f488bfef7ea	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn050__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn050__kdpii__common18.json	771
5426f5cf6051ae1e81a95e7261d6b189c0cd84e199fb22a99ab94f6770770388	pii/real/results/metrics/eval__klue_roberta_large__mix_syn_all__combined__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__mix_syn_all__combined__common18.json	732
698a38b27ea7a5a40368e0b8b0f903392c98fa4e8a5c759b15d094f3adcc5616	pii/real/results/metrics/eval__microsoft_presidio_spacy_regex__none__synthetic__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__microsoft_presidio_spacy_regex__none__synthetic__common18.json	706
66d8217a4a69b776ac390f5994c29424b35d719dc09e11c5b682d73dd304c18b	pii/real/results/metrics/eval__klue_roberta_large__mix_syn100__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__mix_syn100__combined__full19.json	719
6717fcb7ef0d9ef553a4170491799a6f6949dbc12d090a7c5b86ad1b2981e4e9	pii/real/results/metrics/eval__klue_roberta_large__mix_syn100__synthetic__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__mix_syn100__synthetic__common18.json	731
0847269b2524e8032757ebf4351b9ab4f535c25f657e4137783b6ede9b11ec46	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn050__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn050__synthetic__full19.json	782
06df3e2835d34cbe191476e1612d96c1b620e1cba87773eda52f6a9d3452ff3a	pii/real/results/metrics/eval__skt_encoder_baseline__synthetic_only__combined__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_encoder_baseline__synthetic_only__combined__common18.json	756
b090be9928a695d8a07a6d914057050ebf43752bbb674d1305880e9dde7aeda0	pii/real/results/metrics/eval__xlm_roberta_large__mix_syn025__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__xlm_roberta_large__mix_syn025__synthetic__full19.json	712
d2cf5eefd94546b57fbdae1661b832ad6057e9b968a2ef2d3b994bcf071956d6	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn100__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn100__combined__full19.json	831
b63363eeff3690b99a39013473326a6c4156bc02ecda688f53baa4e51334295d	pii/real/results/metrics/eval__klue_roberta_large__mix_syn100__synthetic__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__mix_syn100__synthetic__full19.json	723
18e39439ec2c3e36175d73bdd4c4cf07821315ee8f180e84c111cf911b4400e3	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn100__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn100__combined__full19.json	778
d2c2bbdb8cb32d39ce68dbc58dfdc2502a9101c88ba7ea9c863dd9ed2b15666a	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn025__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn025__kdpii__full19.json	765
d5af6e2b0727340c1bf9a1d699a2b77d5c62fbce7892e58879965d6523ce548a	pii/real/results/metrics/eval__klue_roberta_large__synthetic_only__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__klue_roberta_large__synthetic_only__kdpii__full19.json	728
18bf7b4a3f8c30a954467b437530a03c3d8f9c4fefbe1e8d45cfa1284d9e1cad	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn025__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn025__combined__full19.json	831
cb4acdff0a5fa90569decc39436cbde4ee7d95dbbeebf79fa0083d466ac4c6d2	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn050__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn050__combined__full19.json	779
18b431e295a72b7ee1864c448527f9ef8181050cc996e6ccee20d452fe8a7876	pii/real/results/metrics/eval__microsoft_presidio_spacy_regex__none__kdpii__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__microsoft_presidio_spacy_regex__none__kdpii__full19.json	677
da03159fd03914e2b7587fb5d9df9dcc1a4f5db48d0d9d9a14914c9cf9f4c1d9	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn050__kdpii__common18.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn050__kdpii__common18.json	826
bf21fa2e1029beb64cb504c5dd9dd4a7fc0704fe5e064a73510437051f349e15	pii/real/results/metrics/eval__skt_crf_gaz_x3__mix_syn050__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__skt_crf_gaz_x3__mix_syn050__combined__full19.json	831
448de84cab9f27b8d55e5700fac0d0d9fb25ce8485989de0c60b679fc987adbe	pii/real/results/metrics/eval__openai_privacy_filter_lora__mix_syn025__combined__full19.json	experiment_audit_trail_raw/pii/raw_real_results/metrics/eval__openai_privacy_filter_lora__mix_syn025__combined__full19.json	780
